id,name,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,availability_30,availability_60,availability_90,availability_365,description,neighborhood_overview
766,Cozy Entire home/apt in Westside,191.0,2017-02-01,within an hour,0.9360308510071382,True,3.0,"[np.str_('identity_manual'), np.str_('phone')]",Westside,Westside,40.71347978284195,-73.9848352265886,Entire home/apt,6.0,3.5,4.0,5.0,"['Cooking basics', 'Pool', 'Smoke detector', 'Gym', 'Laptop-friendly workspace', 'Private entrance', 'Carbon monoxide detector', 'Elevator', 'Lock on bedroom door', 'Iron', 'Heating', 'Breakfast', 'Fire extinguisher', 'Indoor fireplace', 'First aid kit', 'Dryer', 'Washer', 'Free parking', 'Air conditioning']",260.0,14.0,2018-01-04,,4.817145288162301,,4.712415728692134,,5.0,5.0,4.464751177342004,19.0,31.0,58.0,161.0,labore ipsum nisi magna sed sed veniam Ut minim exercitation eiusmod laboris laboris eiusmod eiusmod aliquip quis aliqua quis aliqua aliqua quis adipiscing et exercitation ex incididunt labore magna amet adipiscing ea ut aliquip Ut ad aliquip enim commodo tempor consequat incididunt et nostrud laboris tempor aliquip tempor labore ea labore ut commodo minim ullamco exercitation sit ipsum ut do Ut minim dolor Ut minim dolor ipsum ex enim quis et laboris minim ex minim et incididunt Lorem labore ea ex nostrud enim et magna eiusmod incididunt tempor aliquip ut labore ex labore consectetur dolore ullamco aliqua veniam eiusmod magna nisi ipsum et elit dolore tempor labore elit dolore minim labore Ut do adipiscing sit incididunt veniam aliquip ipsum enim commodo elit veniam sed et et sit magna laboris quis elit ut ullamco sit sit consequat incididunt laboris ex ipsum dolor aliqua incididunt ut ea amet labore ut sit commodo elit sed nostrud adipiscing commodo enim incididunt commodo ex magna et,ullamco incididunt eiusmod quis et aliqua elit consequat laboris eiusmod Lorem tempor quis et sed eiusmod sed aliquip minim dolore quis incididunt incididunt aliquip exercitation dolor dolore ullamco sed ex magna consequat enim veniam amet veniam aliquip ea et ea incididunt minim exercitation ea quis laboris quis amet adipiscing dolore consequat commodo laboris dolore sit ut aliquip quis quis ullamco dolor ad ut magna ullamco ipsum amet dolore incididunt ut quis consectetur sed quis incididunt incididunt minim consequat
767,Cozy Entire home/apt in Old Town,145.0,2018-06-04,within a day,0.8192344470697275,False,2.0,"[np.str_('email'), np.str_('selfie'), np.str_('work_email'), np.str_('government_id'), np.str_('phone'), np.str_('identity_manual')]",Old Town,Old Town,40.791366959744266,-73.92941235779038,,10.0,2.0,3.0,1.0,"['Hangers', 'Essentials', 'Indoor fireplace', 'Smoke detector', 'Breakfast', 'Iron', 'Cooking basics', 'Air conditioning', 'Kitchen', 'Lock on bedroom door', 'Free parking', 'Hot water', 'Fire extinguisher', 'Elevator']",340.0,4.0,2019-01-29,2022-01-15,5.0,4.7888886096511,4.654286750818647,4.610679305335631,,3.9965083191436386,3.9361984806135593,11.0,14.0,40.0,363.0,labore elit ullamco ex dolore ullamco et aliqua dolore do aliqua Lorem consequat ut amet tempor minim consequat elit minim labore laboris enim quis elit veniam ut ad ullamco exercitation commodo dolor do enim ullamco consectetur laboris amet nostrud exercitation dolore consequat exercitation exercitation magna elit ad ea minim commodo ut et quis ad ex dolore labore commodo laboris nostrud minim magna aliquip amet Ut et sit veniam ut elit sit commodo commodo enim elit incididunt ad veniam consequat aliqua ex do tempor magna magna quis quis exercitation consectetur enim aliquip nisi Ut dolor amet aliquip labore minim quis magna labore veniam veniam veniam ea ex nostrud tempor ullamco exercitation magna adipiscing sed veniam ut eiusmod elit amet aliquip et Lorem exercitation et veniam et amet eiusmod sed magna Lorem sit nisi ut ad ipsum sit consectetur aliquip nostrud incididunt tempor amet commodo Lorem ullamco ad incididunt adipiscing ullamco labore nostrud tempor veniam sit aliquip consectetur,incididunt consectetur aliqua Ut sit incididunt Ut eiusmod ex aliquip amet magna incididunt tempor nisi et exercitation amet adipiscing ullamco aliqua nisi consectetur ullamco incididunt amet nisi veniam adipiscing aliquip sit consectetur amet exercitation sed ullamco aliquip dolore exercitation dolore enim ipsum nisi laboris nisi amet commodo dolore ea et do ex ad ad do ut ut Ut elit aliqua ea do commodo enim nisi incididunt aliqua exercitation ullamco quis sed Ut labore sed Lorem et eiusmod enim veniam consectetur enim adipiscing ipsum enim labore labore Ut Ut veniam commodo labore labore eiusmod consectetur aliquip
768,Cozy Entire home/apt in Central,,2017-08-05,,0.8540833139632973,True,4.0,"[np.str_('identity_manual'), np.str_('work_email'), np.str_('email')]",Central,Central,40.74702839362632,-73.92183154940629,Entire home/apt,5.0,1.0,3.0,6.0,"['Hair dryer', 'Washer', 'Free parking', 'Hot water', 'Gym']",225.0,,2018-06-02,2021-05-14,4.455016091053704,4.728421542749873,,4.917838256405112,,,4.789031752125271,29.0,52.0,62.0,338.0,aliquip ad adipiscing ea elit laboris enim do elit ad labore labore aliquip exercitation ut et nostrud adipiscing tempor adipiscing incididunt et dolor labore dolor consequat enim aliqua tempor nostrud ipsum Ut laboris ullamco ea dolor consequat commodo elit veniam nisi et ad elit labore sed laboris ut laboris ullamco ut sit ea ut dolore incididunt ut Ut minim sit dolore exercitation Lorem dolore aliqua consequat nostrud magna ut amet enim ex Ut et consectetur veniam ad minim ex nisi Ut ex et incididunt exercitation ut adipiscing do tempor incididunt Lorem ut eiusmod exercitation do Lorem labore sed minim incididunt elit do ut consectetur sit tempor sed incididunt ea minim exercitation minim incididunt minim aliquip dolor ex Lorem ea labore minim ea veniam commodo ipsum ut ea Lorem eiusmod ex ut elit ut tempor aliqua ea ex dolor magna veniam sed enim commodo ullamco aliquip ex Ut ut aliqua tempor dolore dolore sit quis laboris aliqua sit nisi Ut laboris Ut eiusmod Ut ut enim eiusmod adipiscing quis enim elit do commodo ullamco ipsum nisi enim et exercitation commodo,ut consequat incididunt commodo eiusmod adipiscing veniam aliquip exercitation consequat labore minim ea ullamco veniam Lorem et eiusmod nisi ea nostrud eiusmod amet tempor commodo amet ex ut ea consectetur amet minim minim eiusmod adipiscing labore eiusmod nostrud consectetur elit minim elit labore laboris quis amet consectetur do ad commodo incididunt amet sit ipsum dolor consectetur labore veniam Lorem do minim veniam dolore nisi dolore labore incididunt commodo aliquip et et magna amet dolor laboris amet dolor elit ullamco Ut et commodo sit ea
769,Cozy Entire home/apt in Southside,157.0,2021-08-25,within an hour,0.7760071510178984,False,3.0,[np.str_('work_email')],Southside,Southside,,-73.98499286877251,Entire home/apt,7.0,1.0,4.0,7.0,"['Fire extinguisher', 'Pool', 'Wifi', 'Free parking', 'Hot water', 'Air conditioning', 'Private entrance', 'Hair dryer', 'Dryer', 'Carbon monoxide detector', 'Hangers', 'Laptop-friendly workspace', 'Lock on bedroom door']",275.0,2.0,2022-02-06,2024-04-11,5.0,4.81648227647793,4.022184122628745,5.0,4.695192502875915,4.583864817926059,4.93957043802453,19.0,19.0,30.0,278.0,adipiscing ullamco eiusmod nisi incididunt laboris ad ut ea labore consequat dolor Lorem minim tempor et do eiusmod do ex nostrud do do et dolore nostrud ad elit eiusmod dolor incididunt elit do laboris nisi Ut ipsum commodo Lorem do exercitation ut do ea tempor minim sit ut exercitation magna ut consequat Lorem ut ea nostrud consectetur minim et aliquip adipiscing dolore amet tempor nostrud elit sed aliquip ad elit ullamco sed commodo enim ex consectetur do ut ipsum ex et Ut dolor commodo ex laboris labore dolor laboris amet ea ea Ut adipiscing sit eiusmod ea aliqua enim labore dolore ad elit eiusmod sed consectetur sed labore labore ipsum aliquip consectetur quis tempor ex magna adipiscing aliqua veniam nisi labore ad Lorem aliquip nisi ut do dolore Ut ad Ut Lorem sit laboris ullamco Lorem eiusmod exercitation nostrud magna dolore ex laboris et veniam amet ut commodo eiusmod ipsum enim adipiscing ut dolore ea commodo amet et,aliqua ea laboris laboris amet ut veniam consectetur et do enim et ullamco aliqua aliqua ullamco tempor et dolor nostrud adipiscing nisi magna minim amet ullamco ullamco dolore sit ad dolore do nostrud nostrud elit incididunt elit Ut Lorem enim exercitation adipiscing adipiscing sed amet aliqua commodo amet veniam tempor nisi eiusmod aliqua veniam consequat exercitation do tempor dolore adipiscing ullamco magna aliquip amet consectetur tempor ex consectetur exercitation eiusmod dolor
770,Cozy Private room in Arts District,141.0,2021-11-12,a few days or more,,False,1.0,"[np.str_('identity_manual'), np.str_('government_id'), np.str_('work_email'), np.str_('email'), np.str_('selfie')]",Arts District,Arts District,40.7928106089478,-73.99394440340136,Private room,7.0,1.0,2.0,5.0,"['Hangers', 'Carbon monoxide detector', 'Lock on bedroom door', 'Pool', 'First aid kit', 'Hot water', 'Heating', 'TV', 'Dryer', 'Fire extinguisher', 'Air conditioning', 'Gym', 'Hot tub', 'Private entrance', 'Laptop-friendly workspace', 'Indoor fireplace', 'Essentials', 'Cooking basics', 'Smoke detector']",130.0,3.0,2022-03-08,2022-03-23,4.734056448943383,,4.7588817015322595,4.79017607739174,,4.599106986364807,4.373232652438022,,38.0,57.0,134.0,sed ut ut ea Ut Lorem dolore et ea adipiscing exercitation labore ad nisi consequat ex sed ipsum Lorem consectetur ad magna ea commodo consequat nostrud amet nisi incididunt ex minim enim magna consectetur sit consequat Lorem nostrud ut enim sed consequat sit enim dolore et ullamco ipsum magna exercitation Lorem Lorem Lorem tempor tempor incididunt dolore et consectetur et magna ad veniam enim commodo sed adipiscing tempor ut Lorem quis Ut ex enim veniam sed elit ea et nostrud Lorem enim incididunt ullamco commodo elit enim laboris aliqua ut sed exercitation Lorem sit ut labore Lorem elit consectetur exercitation nostrud ipsum incididunt nisi adipiscing ea ex exercitation minim et minim quis adipiscing ipsum quis consequat ut magna sit ut ut ad adipiscing ad sit ad commodo dolore Ut sed Lorem minim commodo ullamco ut ad ullamco sit commodo consectetur dolore ea aliquip ut ut incididunt dolor enim incididunt eiusmod commodo sit tempor labore et elit sit Ut elit quis sit ex,nostrud dolore sed consectetur commodo nisi minim ex ad eiusmod sed Lorem aliquip nostrud ut ea nostrud ex ipsum eiusmod
771,Cozy Entire home/apt in Southside,46.0,2017-10-27,within an hour,0.7874487222771168,False,2.0,[np.str_('identity_manual')],Southside,Southside,40.753026322563834,-73.96530837072177,Entire home/apt,5.0,1.5,3.0,5.0,"['Hot water', 'Hangers', 'Essentials', 'Fire extinguisher', 'Pool', 'Kitchen', 'Breakfast', 'Laptop-friendly workspace', 'Wifi', 'Elevator', 'Washer', 'Air conditioning', 'Private entrance', 'Smoke detector', 'Iron', 'Cooking basics', 'Hot tub', 'Dryer']",225.0,0.0,,,,,,,,,,26.0,37.0,67.0,192.0,ullamco sit ex veniam ex exercitation laboris dolor nisi eiusmod ullamco ipsum minim sed ut tempor elit tempor Lorem eiusmod sit ut ut dolor consequat consectetur ea Ut ut ea minim magna ut enim laboris amet magna consectetur enim amet sed aliquip quis ad sit quis tempor ut Lorem ad consequat ex minim ea,amet adipiscing adipiscing elit sed quis ullamco commodo dolore ea ad Ut consequat Ut nostrud nostrud exercitation sit veniam ad ut consequat amet minim ullamco ut Ut exercitation dolore aliqua enim minim adipiscing dolore incididunt minim Ut ut labore dolor minim dolore enim ea labore ut consectetur ut adipiscing eiusmod dolore commodo magna consectetur ea ex aliquip aliquip sit labore eiusmod dolor commodo ea adipiscing ad eiusmod ullamco nisi sit adipiscing veniam Ut ex ullamco aliquip dolor minim et dolore amet nisi dolore ex Lorem do sit elit incididunt commodo nisi consequat aliqua dolor dolore aliqua elit tempor ut ea
772,Cozy Entire home/apt in New District,35.0,2015-01-29,within an hour,0.9312227592716655,True,4.0,[np.str_('selfie')],New District,New District,40.73535911459573,-74.00128478074011,Entire home/apt,8.0,1.0,5.0,5.0,"['Heating', 'Hangers', 'Elevator', 'Gym', 'TV', 'First aid kit', 'Breakfast', 'Dryer', 'Hot tub', 'Free parking', 'Indoor fireplace', 'Hair dryer']",240.0,,2015-08-10,2015-12-16,4.772323692921744,4.360482743420103,5.0,,5.0,4.6479540227858145,4.697363143363167,19.0,39.0,54.0,88.0,aliquip consectetur ad tempor minim commodo ut tempor nisi ad et ad laboris adipiscing labore ipsum ad labore aliqua exercitation minim nisi quis enim exercitation aliqua nostrud ex consequat dolor quis incididunt ut do veniam consequat ad ea ut sed tempor ad ex magna ut tempor ea labore Lorem ut do ea incididunt do ad nostrud eiusmod ex do ut enim ea quis sed magna nisi enim laboris dolore sit ex minim adipiscing ea veniam adipiscing elit dolor exercitation sit ipsum amet do sed elit dolor laboris labore ex et eiusmod consectetur elit sed ut veniam elit ex laboris ipsum magna minim ut ad Ut et minim quis aliqua aliqua consequat ipsum adipiscing Ut sit nostrud eiusmod dolore labore tempor dolore et et commodo dolor ullamco sed eiusmod exercitation do tempor commodo commodo,Lorem ut sed eiusmod aliquip do amet consectetur veniam ullamco incididunt ut nisi commodo et minim commodo elit consectetur exercitation dolore laboris et incididunt magna Ut nostrud minim consectetur incididunt quis ut eiusmod tempor ut magna sit consectetur dolor ipsum aliqua elit elit dolor exercitation minim commodo nisi
773,Cozy Private room in Central,134.0,2017-06-25,a few days or more,0.8282486951070277,True,1.0,"[np.str_('identity_manual'), np.str_('government_id'), np.str_('email'), np.str_('work_email')]",Central,Central,40.77971551058158,-74.01673757785936,Private room,10.0,1.5,1.0,3.0,"['Hot water', 'Hot tub', 'Laptop-friendly workspace', 'Carbon monoxide detector', 'Kitchen', 'Heating', 'Fire extinguisher', 'Gym', 'Iron', 'First aid kit', 'Breakfast']",180.0,0.0,,,,,,,,,,6.0,14.0,38.0,41.0,dolore magna consectetur dolore dolor ex Ut et consequat adipiscing ipsum ea sit dolore adipiscing tempor tempor do quis amet dolore eiusmod ad Ut aliquip minim minim ipsum dolor ex amet minim quis veniam nisi nisi elit consequat laboris enim et minim laboris nostrud veniam nostrud exercitation eiusmod exercitation ad Lorem exercitation Lorem labore eiusmod laboris nisi minim nostrud magna labore ad ipsum dolor nostrud laboris laboris minim minim ullamco commodo ipsum ullamco veniam dolor do ea aliqua Lorem sit adipiscing dolor ut et ullamco ullamco consectetur ullamco magna magna labore ut ad ut aliqua nisi aliqua ex aliquip ut ea minim ea aliqua quis nostrud ad eiusmod ut amet ut dolor Ut labore ut amet ut ad aliqua adipiscing amet veniam ut magna labore ullamco ex consequat enim dolore ipsum Lorem incididunt et labore Ut ut dolor labore consectetur sed Lorem ut consequat,et laboris sed adipiscing minim nostrud commodo ullamco minim enim commodo sit Lorem ullamco dolore Ut ut aliqua ut aliquip ut veniam enim sit ullamco enim consectetur eiusmod dolor consequat tempor ut quis ipsum quis ut enim enim enim ullamco sed amet nostrud do minim et exercitation incididunt ea dolor sed amet elit ullamco Lorem incididunt do veniam ut aliqua minim tempor do nisi ipsum ipsum quis veniam minim exercitation minim
774,Cozy Private room in Arts District,82.0,2020-10-27,within an hour,0.7618652215252419,False,1.0,"[np.str_('selfie'), np.str_('identity_manual'), np.str_('email'), np.str_('work_email'), np.str_('government_id')]",Arts District,Arts District,40.74428501974752,-73.92541688288841,Private room,6.0,1.0,5.0,2.0,"['Smoke detector', 'Pool', 'Hot tub', 'Elevator', 'TV', 'Lock on bedroom door', 'Indoor fireplace', 'Wifi', 'Carbon monoxide detector', 'Essentials', 'Hangers', 'Kitchen', 'First aid kit']",120.0,0.0,,,,,,,,,,0.0,6.0,32.0,92.0,nostrud ea ad consequat dolore do nostrud do eiusmod ut magna ullamco commodo aliqua incididunt Ut consequat consectetur incididunt ex Ut minim do ut sit ut ut ullamco ut nisi consectetur adipiscing aliquip nostrud tempor ut nisi sed ut Ut sit quis dolor ullamco do do Ut et amet elit incididunt ad elit laboris aliquip veniam ad aliqua quis eiusmod veniam Ut enim laboris sed exercitation elit ea ea sed labore et nisi consequat adipiscing dolor aliquip ea commodo consectetur consequat do incididunt amet laboris do,ut exercitation ipsum sit ut ullamco enim sit veniam ad aliqua ullamco ea do nisi elit ut nisi nostrud aliqua sit amet ut quis eiusmod ex minim ea ut magna sed enim amet ad dolor ut ea magna consectetur Lorem dolore magna ex Ut veniam magna sit elit laboris veniam do enim Lorem commodo laboris ea elit commodo incididunt ad ex consequat quis ullamco amet ut consectetur minim quis Ut amet ex Lorem ex ullamco enim adipiscing ut tempor consequat incididunt dolore amet
775,Cozy Entire home/apt in Financial District,115.0,2021-11-11,within a day,0.9399156291894584,False,3.0,"[np.str_('selfie'), np.str_('email'), np.str_('identity_manual'), np.str_('phone'), np.str_('work_email')]",Financial District,Financial District,40.73184694256023,-73.92742593675585,Entire home/apt,5.0,2.0,3.0,6.0,"['Pool', 'Heating', 'Hair dryer', 'Hot water', 'Private entrance', 'Washer', 'Laptop-friendly workspace']",235.0,5.0,2022-03-22,2023-03-10,4.190171144117745,4.446488446485118,4.80324011144842,4.643074532822095,5.0,5.0,4.6208902802380765,29.0,31.0,50.0,214.0,ut aliquip incididunt consequat laboris minim ullamco ut Lorem nisi sit elit ad tempor tempor aliqua consequat incididunt ut ex sit amet ut do quis Ut Ut sed tempor incididunt ex ipsum minim et ad sit quis sit dolor ad consequat quis labore ex incididunt aliqua aliqua adipiscing consectetur ullamco ut Lorem tempor incididunt ut ut tempor ut adipiscing consequat dolore elit ut do ad et consectetur veniam laboris sed ipsum commodo amet et elit ad labore ullamco laboris aliquip et ex aliqua consequat sit commodo ut quis adipiscing Ut elit nisi Ut Ut ullamco consectetur sed Ut minim minim sed ea ad veniam magna elit enim nisi elit laboris dolore elit ad dolore sit Ut laboris ut ut ut dolor ut ad exercitation aliquip veniam ut aliquip dolor exercitation ex nisi incididunt Ut elit elit commodo tempor enim incididunt nisi nisi ipsum aliqua exercitation adipiscing,Lorem eiusmod quis commodo exercitation enim aliquip do ullamco ad laboris eiusmod dolore do dolor adipiscing quis dolore ipsum eiusmod ut labore ex nostrud consequat ea tempor veniam aliqua aliquip dolor veniam consectetur ullamco Ut ipsum magna amet Ut Ut do quis exercitation exercitation sit exercitation aliquip nostrud magna sed et elit quis commodo labore ea tempor dolore consequat tempor dolore dolore elit amet sit aliquip ullamco eiusmod tempor incididunt elit aliqua ut nostrud ullamco exercitation magna ut laboris ea sed consectetur elit elit ut elit aliqua minim adipiscing ea ad ex Lorem minim minim laboris
776,Cozy Entire home/apt in Midtown,197.0,2016-07-23,a few days or more,0.8000820367087129,False,4.0,"[np.str_('selfie'), np.str_('identity_manual'), np.str_('government_id'), np.str_('email'), np.str_('work_email'), np.str_('phone')]",Midtown,Midtown,40.77232294586055,-74.00373461462378,Entire home/apt,4.0,2.5,1.0,3.0,"['Iron', 'Private entrance', 'Air conditioning', 'Heating', 'Breakfast', 'Smoke detector', 'Elevator', 'Wifi', 'TV', 'Free parking', 'Hangers', 'Laptop-friendly workspace', 'Hot tub', 'Pool']",210.0,7.0,2017-05-03,,4.15782130713028,4.285828694765901,4.887079858115604,,,,4.73128589666966,15.0,30.0,47.0,348.0,do tempor dolore elit incididunt enim sed ut ad sed consectetur laboris et ea laboris enim ipsum elit consequat dolor ullamco ut minim ipsum enim laboris ex quis amet nisi ullamco veniam dolore Lorem labore ipsum Lorem elit consequat eiusmod dolor eiusmod do tempor sit Lorem et commodo quis ullamco adipiscing et dolore laboris eiusmod magna tempor Ut eiusmod Lorem ullamco magna dolor ut quis commodo nisi Ut ut eiusmod ipsum ullamco dolor Ut do ullamco consectetur consequat dolor enim minim Ut consectetur sed eiusmod sit consectetur consectetur dolore aliquip veniam eiusmod nostrud magna nisi aliquip adipiscing amet consectetur ut Ut aliqua,exercitation enim veniam dolor Ut labore minim sed ut tempor exercitation ea elit consectetur adipiscing veniam ipsum laboris exercitation ipsum veniam elit ullamco elit elit enim eiusmod dolor commodo tempor sed dolore amet ex veniam nisi tempor commodo ullamco laboris adipiscing ex nostrud ut sed Ut amet et do exercitation quis Lorem dolore veniam ea veniam Lorem Lorem labore eiusmod et aliqua elit ut ipsum sed nostrud eiusmod
777,Cozy Private room in Eastside,47.0,2020-06-29,a few days or more,0.9595580042193432,False,1.0,"[np.str_('identity_manual'), np.str_('phone')]",Eastside,Eastside,40.780160567661305,-73.97922597530703,Private room,7.0,2.0,4.0,1.0,"['Pool', 'Gym', 'First aid kit', 'Breakfast', 'Hangers', 'TV', 'Iron', 'Heating']",145.0,7.0,2021-03-10,2023-03-23,4.743234908833905,,5.0,,4.666424994440239,,4.536591113864087,,9.0,18.0,0.0,tempor aliqua labore sed dolore elit dolor ut eiusmod tempor sit dolore laboris minim labore tempor ex incididunt ut do commodo minim incididunt ut tempor minim nostrud ut exercitation aliqua incididunt nisi Lorem dolor elit nostrud sed nisi ut dolore adipiscing ipsum enim elit consectetur magna ipsum ipsum dolor laboris adipiscing nisi commodo dolore dolore dolore ex commodo adipiscing Ut nostrud amet laboris ut laboris labore ipsum sit Ut magna consectetur ad tempor consectetur ut magna minim Ut aliqua amet aliquip nostrud ut Ut tempor do ipsum et adipiscing aliqua enim quis tempor magna Lorem labore labore amet dolore commodo laboris consectetur laboris nostrud eiusmod Lorem et laboris tempor labore do dolore labore quis elit ad adipiscing sed dolor sed eiusmod adipiscing elit eiusmod commodo veniam ut adipiscing consequat ea do dolor ex et ipsum Lorem amet et do magna ut eiusmod exercitation Lorem quis ea ad consequat exercitation enim ut laboris,minim ullamco adipiscing elit labore aliquip consequat aliquip aliqua commodo quis ad do elit labore ipsum do consequat et elit minim dolor enim elit aliquip minim quis do ad magna quis labore tempor consequat consequat ullamco adipiscing ut
778,Cozy Entire home/apt in Uptown,153.0,2018-12-24,within a few hours,0.9745771554753468,False,2.0,"[np.str_('phone'), np.str_('email'), np.str_('government_id'), np.str_('selfie'), np.str_('identity_manual'), np.str_('work_email')]",Uptown,Uptown,40.779171616758426,-73.93689636867273,Entire home/apt,4.0,2.0,1.0,7.0,"['Hot water', 'Elevator', 'Laptop-friendly workspace', 'Air conditioning', 'Dryer', 'Wifi', 'Breakfast', 'Hot tub', 'Heating', 'Pool', 'Hair dryer']",230.0,,,2022-06-11,4.936919637389602,4.773655532998208,4.798630055432318,4.521675890426608,,,5.0,29.0,54.0,72.0,334.0,exercitation et elit ut do adipiscing et commodo ad enim nostrud do elit veniam sit adipiscing sit et incididunt commodo dolor aliquip dolor aliquip ut dolor exercitation et sit ad aliquip elit nostrud tempor adipiscing minim ipsum dolor amet dolore eiusmod magna veniam Ut ut ad ad nostrud dolore quis et nisi enim nisi commodo enim elit laboris ut aliqua Ut veniam Ut magna Lorem adipiscing quis nostrud eiusmod ex sed commodo ut labore aliquip enim sit Lorem labore nisi commodo nostrud ipsum consectetur dolor veniam consectetur ea dolor ad ad ipsum consectetur sit consectetur ea ut consequat consectetur et ipsum do magna nisi ex sit sit exercitation consequat quis labore do consectetur amet tempor exercitation labore ut dolor do veniam Ut ipsum ut do enim amet Ut ad elit elit et tempor exercitation laboris ut do ut nostrud do quis do consequat labore commodo enim exercitation et aliquip tempor veniam sed laboris eiusmod nisi consectetur exercitation do ut minim ipsum amet magna Lorem sit consectetur Lorem consectetur aliquip ut laboris amet Lorem ut consectetur consequat ex exercitation do exercitation Lorem laboris magna,laboris eiusmod consectetur dolore aliquip eiusmod nostrud consectetur Lorem tempor labore do et minim dolore amet dolor exercitation do sed
779,Cozy Entire home/apt in Southside,194.0,2017-01-07,within an hour,0.9579471506173828,False,1.0,"[np.str_('selfie'), np.str_('email'), np.str_('government_id')]",Southside,Southside,40.797767441412866,-73.95389997011792,Entire home/apt,5.0,3.5,1.0,7.0,"['Elevator', 'Laptop-friendly workspace', 'Hangers', 'Wifi', 'Lock on bedroom door', 'Private entrance', 'Washer', 'Air conditioning', 'First aid kit', 'Hair dryer']",210.0,0.0,,,,,,,,,,1.0,23.0,,,ipsum veniam ut consequat et dolore nostrud Lorem veniam ullamco ex eiusmod consequat labore consectetur do do elit laboris tempor incididunt incididunt et Ut magna ipsum dolore labore Lorem amet tempor tempor sed et ad ut ut consectetur dolor et nostrud aliquip quis consectetur tempor ea ex incididunt adipiscing consequat exercitation aliquip Ut commodo incididunt magna aliqua sed eiusmod incididunt tempor nostrud laboris dolore adipiscing aliqua consectetur eiusmod elit et ut nisi commodo ipsum sit exercitation ut amet aliqua enim commodo,commodo dolor amet ipsum ut Lorem dolor ea sed ea dolore do sed adipiscing nostrud do tempor ipsum consequat dolor ut enim
780,Cozy Entire home/apt in Uptown,,2016-05-30,within an hour,0.7105023744420417,False,3.0,"[np.str_('government_id'), np.str_('email')]",,Uptown,40.7786666948875,-73.98052124908293,Entire home/apt,5.0,2.0,1.0,6.0,"['Private entrance', 'Laptop-friendly workspace', 'Wifi', 'Elevator', 'Washer', 'Lock on bedroom door', 'Fire extinguisher', 'Hot water', 'Pool', 'First aid kit', 'Gym', 'Essentials', 'TV', 'Cooking basics', 'Iron', 'Kitchen', 'Hangers', 'Dryer']",250.0,8.0,,,4.498585866906515,,4.663203469907715,,4.999658648098465,4.2801880861563495,4.744390664189829,11.0,24.0,53.0,105.0,eiusmod do dolore commodo ut sit sed ullamco nostrud nostrud tempor consequat exercitation et nostrud amet ex dolore sed et ut eiusmod consequat dolor Ut ut sit ut magna ipsum ut quis ut consectetur quis nisi minim commodo veniam ex sed veniam magna laboris do exercitation incididunt ut aliquip ut aliquip nostrud consequat enim incididunt et nisi et nostrud ut ad aliquip aliquip magna consequat nostrud ut Lorem sed ea incididunt elit labore tempor aliqua labore quis exercitation magna amet sit magna sed laboris nisi amet et quis ut nostrud exercitation exercitation nisi incididunt aliquip laboris consequat aliquip eiusmod laboris ea Ut labore minim ea ullamco exercitation ad elit laboris aliqua aliquip Lorem dolor nostrud adipiscing nostrud exercitation aliqua sit exercitation ut elit Lorem elit laboris ea adipiscing amet Ut ad sit Lorem aliquip aliqua minim magna consectetur labore tempor laboris veniam incididunt nisi sed ipsum do eiusmod ut adipiscing veniam consectetur elit quis amet quis sit dolor adipiscing ad veniam magna dolore elit labore aliquip elit ullamco enim sit commodo amet Ut sed do nisi ipsum Lorem,nisi ipsum minim ipsum dolor Lorem Lorem incididunt exercitation sed dolore exercitation nisi incididunt Ut sed dolor ea sed ullamco magna consequat sed dolore incididunt adipiscing ullamco Lorem amet tempor ea veniam minim Ut nisi dolore consectetur amet Lorem dolore ipsum sit sit dolor do consequat ad enim amet commodo quis minim et eiusmod ex ex minim aliquip quis dolore commodo labore ut sit enim laboris adipiscing incididunt incididunt consectetur consectetur consectetur incididunt Lorem ipsum enim enim minim ullamco ea enim dolore Ut amet tempor
